Date;Close;Volume;Market Cap
2020-11-04;0,06349;13696213;94231063
2020-11-05;0,07376;24447698;109467525
2020-11-06;0,08312;69542618;123358561
2020-11-07;0,07459;41829365;110692724
2020-11-08;0,08668;35509314;128622853
2020-11-09;0,09724;72140937;144297703
2020-11-10;0,08747;78230602;129802874
2020-11-11;0,08276;35386472;122807005
2020-11-12;0,08303;34733056;123204286
2020-11-13;0,08313;25134593;123362368
2020-11-14;0,07961;44264392;118130575
2020-11-15;0,07876;31731142;116878356
2020-11-16;0,07942;16030384;117850131
2020-11-17;0,08032;19906673;119186146
2020-11-18;0,07725;12209953;114623740
2020-11-19;0,0777;9182001;115289702
2020-11-20;0,08157;14229214;121036094
2020-11-21;0,08762;16092414;130011549
2020-11-22;0,08503;19717325;126169873
2020-11-23;0,09049;33201945;134265580
2020-11-24;0,09161;39993407;135936762
2020-11-25;0,08975;31068781;133165543
2020-11-26;0,0807;40695640;119745097
2020-11-27;0,08116;22066398;120430656
2020-11-28;0,08355;20706620;123972160
2020-11-29;0,08305;16450488;123229699
2020-11-30;0,08805;17943066;130652890
2020-12-01;0,08659;36435343;128489037
2020-12-02;0,09259;25370135;137391550
2020-12-03;0,0918;18148122;136213775
2020-12-04;0,08659;13692794;128481867
2020-12-05;0,09199;21194408;136489205
2020-12-06;0,09004;13521524;133600622
2020-12-07;0,08891;12079645;131919182
2020-12-08;0,08466;13947756;125621677
2020-12-09;0,0842;27473816;124936726
2020-12-10;0,08199;17838299;121655469
2020-12-11;0,07855;11852671;116556645
2020-12-12;0,08263;13105230;122606747
2020-12-13;0,08639;12729696;128176934
2020-12-14;0,08676;10146055;128731964
2020-12-15;0,08651;18141708;128368760
2020-12-16;0,0877;15929343;130125398
2020-12-17;0,08722;17156040;129408581
2020-12-18;0,08903;15595727;132105285
2020-12-19;0,09233;20976783;136994959
2020-12-20;0,08899;24001836;132043897
2020-12-21;0,08407;25882628;124740840
2020-12-22;0,08454;16486199;125441378
2020-12-23;0,07491;21783894;111143911
2020-12-24;0,0805;26245653;119438424
2020-12-25;0,08024;17262417;119057379
2020-12-26;0,07903;17453977;117263253
2020-12-27;0,0807;27843834;119741721
2020-12-28;0,08119;23714391;120460397
2020-12-29;0,07989;21590151;118535624
2020-12-30;0,07812;11638670;115909028
2020-12-31;0,07825;11243680;116107505
2021-01-01;0,08374;24364980;124248831
2021-01-02;0,07955;16686545;118036600
2021-01-03;0,08142;30341187;120814040
2021-01-04;0,07942;38456062;117842598
2021-01-05;0,08219;41774563;121952437
2021-01-06;0,0923;37278883;136954283
2021-01-07;0,1277;162450888;190731470
2021-01-08;0,1287;250069982;192309961
2021-01-09;0,1157;58033274;172871140
2021-01-10;0,1061;55973170;158564323
2021-01-11;0,09404;49626336;140504485
2021-01-12;0,1103;91536448;164865844
2021-01-13;0,1147;48636851;171436543
2021-01-14;0,1104;33336430;164961699
2021-01-15;0,1067;42678140;159458295
2021-01-16;0,1092;39386445;163133090
2021-01-17;0,1106;52570767;165235226
2021-01-18;0,1168;38874869;174538345
2021-01-19;0,1224;88586434;182924296
2021-01-20;0,1378;116995751;205816944
2021-01-21;0,1189;86104039;177717629
2021-01-22;0,1582;335176970;242726797
2021-01-23;0,1938;366881837;297242857
2021-01-24;0,1721;141266366;264031244
2021-01-25;0,1648;95611619;252821683
2021-01-26;0,167;83441842;256209340
2021-01-27;0,1472;71193454;225755705
2021-01-28;0,1583;82167749;242799561
2021-01-29;0,1541;67186092;236444136
2021-01-30;0,1562;55274415;239631251
2021-01-31;0,1547;45918670;237323555
2021-02-01;0,1556;43257815;238643082
2021-02-02;0,1674;58884505;256767277
2021-02-03;0,1753;92017387;268856325
2021-02-04;0,1719;66645460;263638123
2021-02-05;0,215;169656468;329865807
2021-02-06;0,2332;295550665;357677754
2021-02-07;0,2361;327306933;362215866
2021-02-08;0,2364;140713026;362662948
2021-02-09;0,2428;109852399;372469263
2021-02-10;0,2499;135457135;383344357
2021-02-11;0,2802;161416483;429827667
2021-02-12;0,3021;204128009;463399448
2021-02-13;0,3435;443456356;526880443
2021-02-14;0,312;208735625;478541727
2021-02-15;0,2976;176905038;456462871
2021-02-16;0,2903;165666303;445318275
2021-02-17;0,2989;137174509;458479051
2021-02-18;0,3137;138456896;481212990
2021-02-19;0,3292;155841732;504923172
2021-02-20;0,3034;114847415;477672185
2021-02-21;0,3137;83360721;493881813
2021-02-22;0,2719;176746023;428104264
2021-02-23;0,2334;169807748;367476929
2021-02-24;0,248;86599338;390452197
2021-02-25;0,2575;100994277;405506644
2021-02-26;0,2494;99580319;392719702
2021-02-27;0,2533;63823914;398880017
2021-02-28;0,2362;81635945;371947132
2021-03-01;0,2604;67199201;410006935
2021-03-02;0,2782;91607745;438050525
2021-03-03;0,3473;265363515;546814337
2021-03-04;0,4208;705471090;662618405
2021-03-05;0,3778;340705291;594830986
2021-03-06;0,3607;158148063;567945158
2021-03-07;0,403;215706426;634573892
2021-03-08;0,4856;595182439;764638565
2021-03-09;0,5485;795651050;863601716
2021-03-10;0,4805;394147148;756609634
2021-03-11;0,5218;446042201;823509454
2021-03-12;0,6619;783983805;1044629935
2021-03-13;0,9692;2866387305;1529637145
2021-03-14;1,02;2484601138;1613423412
2021-03-15;1,06;1131133345;1671462207
2021-03-16;0,908;687165740;1433060335
2021-03-17;1,06;1376197953;1679679203
2021-03-18;0,9821;638557936;1549972725
2021-03-19;0,9682;350589378;1528000764
2021-03-20;0,8947;352831670;1412086849
2021-03-21;0,9862;401572847;1556401552
2021-03-22;0,9242;281384502;1458609838
2021-03-23;0,8513;271730785;1343522481
2021-03-24;0,8577;459378050;1353664251
2021-03-25;0,8246;262039051;1301391747
2021-03-26;0,8989;227140451;1418640983
2021-03-27;0,9287;367611781;1465659951
2021-03-28;1,15;1111536303;1821819322
2021-03-29;1,09;663823609;1725652878
2021-03-30;1,09;416710940;1727942277
2021-03-31;1,03;359155453;1621423362
2021-04-01;1,02;327874863;1617477764
2021-04-02;1,05;290180007;1658069568
2021-04-03;0,9574;305875437;1510923810
2021-04-04;1,02;206622602;1604675660
2021-04-05;1,01;298860522;1597254527
2021-04-06;0,9644;241846048;1522006132
2021-04-07;0,9326;254944899;1471686876
2021-04-08;0,9898;230827953;1562036682
2021-04-09;1,03;368581943;1630645879
2021-04-10;1,01;203256567;1599704801
2021-04-11;1,08;393604953;1705190737
2021-04-12;1,13;494379244;1784693123
2021-04-13;1,12;258608419;1766161554
2021-04-14;1,10;239131039;1728563167
2021-04-15;1,24;508399413;1954264671
2021-04-16;1,31;658570995;2072948147
2021-04-17;1,53;1182123252;2409246886
2021-04-18;1,35;804297460;2130120914
2021-04-19;1,32;489099151;2078722758
2021-04-20;1,40;845876813;2203827110
2021-04-21;1,34;365199745;2111219395
2021-04-22;1,25;368753271;1972424498
2021-04-23;1,23;463585685;1947944966
2021-04-24;1,10;154562500;1741593965
2021-04-25;1,09;194471002;1722452870
2021-04-26;1,23;211992287;1941918223
2021-04-27;1,31;198305019;2070691352
2021-04-28;1,55;633120471;2443506164
2021-04-29;1,46;379322747;2302074871
2021-04-30;1,49;207746786;2346303096
2021-05-01;1,46;155275354;2309257710
2021-05-02;1,41;122967368;2223582809
2021-05-03;1,41;191247107;2219420968
2021-05-04;1,27;270875268;2006932406
2021-05-05;1,42;233397383;2239254797
2021-05-06;1,57;365456315;2474123109
2021-05-07;1,46;410015344;2310989044
2021-05-08;1,44;171379125;2274768785
2021-05-09;1,49;234970457;2351977603
2021-05-10;1,33;304912888;2096859115
2021-05-11;1,43;191133488;2255632411
2021-05-12;1,22;167997869;1922688537
2021-05-13;1,26;238519450;1984679537
2021-05-14;1,29;150062083;2043199624
2021-05-15;1,20;175658205;1900166668
2021-05-16;1,18;182180268;1864340868
2021-05-17;1,06;238911304;1678229158
2021-05-18;1,13;262083531;1780531078
2021-05-19;0,7803;462798751;1233284913
2021-05-20;0,957;327249696;1512545525
2021-05-21;0,8173;219396168;1291656148
2021-05-22;0,7576;151567431;1197428176
2021-05-23;0,6245;207790644;987084696
2021-05-24;0,7768;228589839;1227662402
2021-05-25;0,786;168923072;1242207366
2021-05-26;1,01;307774880;1591963477
2021-05-27;0,8955;204563425;1415251476
2021-05-28;0,8164;147717266;1290327027
2021-05-29;0,7474;107452062;1181249335
2021-05-30;0,7818;99117130;1235623068
2021-05-31;0,8507;97203994;1344557643
2021-06-01;0,829;98158637;1310132237
2021-06-02;0,857;81083447;1354513603
2021-06-03;0,8868;85097418;1401614014
2021-06-04;0,8156;131971870;1288972239
2021-06-05;0,817;120065809;1291212365
2021-06-06;0,8221;50556306;1299249225
2021-06-07;0,741;68154428;1171091762
2021-06-08;0,7142;104684975;1128748527
2021-06-09;0,7371;102177199;1164925760
2021-06-10;0,6987;62936142;1104310719
2021-06-11;0,694;146561349;1096891419
2021-06-12;0,6575;74973188;1039188231
2021-06-13;0,6934;51869572;1095821561
2021-06-14;0,6989;51321953;1104484275
2021-06-15;0,7124;45665209;1125937989
2021-06-16;0,7068;92411095;1117088023
2021-06-17;0,6898;48515154;1090165730
2021-06-18;0,6468;46260884;1022257974
2021-06-19;0,633;31617557;1000424574
2021-06-20;0,6246;43009422;987113649
2021-06-21;0,4649;68706769;734674983
2021-06-22;0,4368;86824353;690288536
2021-06-23;0,4885;63859880;772044621
2021-06-24;0,5266;49192644;832325377
2021-06-25;0,4744;44687139;749801413
2021-06-26;0,4689;36847295;740985957
2021-06-27;0,4936;31258804;780115123
2021-06-28;0,5068;34141119;800955575
2021-06-29;0,5473;43836559;864852601
2021-06-30;0,58;54994687;916631749
2021-07-01;0,5526;50710401;873291693
2021-07-02;0,5399;31471121;910030265
2021-07-03;0,5592;30737592;942554452
2021-07-04;0,5805;47432938;978430066
2021-07-05;0,5476;46720451;923078402
2021-07-06;0,6136;149327989;1034301796
2021-07-07;0,7238;503459272;1219959816
2021-07-08;0,641;598405680;1080486097
2021-07-09;0,6975;303670865;1175607612
2021-07-10;0,7522;429496159;1267886014
2021-07-11;0,7442;200862556;1254402783
2021-07-12;0,6786;137513155;1143748968
2021-07-13;0,6507;160121287;1096731070
2021-07-14;0,7167;277951110;1208003088
2021-07-15;0,6602;338543310;1116166816
2021-07-16;0,6083;140192790;1028455595
2021-07-17;0,6045;96421838;1022041480
2021-07-18;0,6122;110279511;1034965088
2021-07-19;0,5593;69867035;945599856
2021-07-20;0,5178;93066464;875403807
2021-07-21;0,5791;120436334;979009534
2021-07-22;0,591;130753190;999106887
2021-07-23;0,6756;277764119;1142151390
2021-07-24;0,7172;353133833;1212461321
2021-07-25;0,7099;195728025;1200277284
2021-07-26;0,6912;241821292;1168521516
2021-07-27;0,6962;186004475;1177002494
2021-07-28;0,6901;146363205;1166744021
2021-07-29;0,7054;137190369;1192539167
2021-07-30;0,7204;122143917;1217928916
2021-07-31;0,7192;97941367;1215898543
2021-08-01;0,688;123458565;1163185404
2021-08-02;0,6912;89480689;1168641799
2021-08-03;0,6933;89607608;1172173662
2021-08-04;0,7257;120924681;1226946891
2021-08-05;0,7357;150706958;1243861176
2021-08-06;0,75;145309828;1267977163
2021-08-07;0,7705;174646307;1302714009
2021-08-08;0,7192;131812881;1215861936
2021-08-09;0,7538;147624561;1274419320
2021-08-10;0,828;411828666;1399902211
2021-08-11;0,8237;273127795;1478792809
2021-08-12;0,8008;222856127;1437804032
2021-08-13;0,8432;143965358;1513849241
2021-08-14;0,8387;142760236;1505792326
2021-08-15;0,8691;136448642;1560333627
2021-08-16;0,8512;216828464;1528150549
2021-08-17;0,7991;191567578;1434724305
2021-08-18;0,7775;142365559;1395974259
2021-08-19;0,8182;117079590;1469059050
2021-08-20;0,8434;131838838;1514319352
2021-08-21;0,8741;294898588;1569269754
2021-08-22;0,8842;163178646;1587496157
2021-08-23;0,9262;185900497;1662886409
2021-08-24;0,8519;281632041;1529455072
2021-08-25;0,954;320664398;1712820901
2021-08-26;0,8937;416830078;1604585070
2021-08-27;0,9302;216386313;1670098965
2021-08-28;0,9232;149170119;1657536622
2021-08-29;1,02;412526285;1833311923
2021-08-30;0,9469;447380027;1699976392
2021-08-31;0,9432;194824541;1693350608
2021-09-01;0,9825;190492796;1763924295
2021-09-02;0,9669;142459096;1735902357
2021-09-03;0,9956;303816671;1787422490
2021-09-04;1,05;237153979;1889877467
2021-09-05;1,08;167335952;1934732955
2021-09-06;1,04;195347801;1870758362
2021-09-07;0,8326;377247637;1494756796
2021-09-08;0,8528;253472005;1531170097
2021-09-09;0,8706;143878508;1563105245
2021-09-10;0,8184;125652384;1469297313
2021-09-11;0,8314;73240086;1492699787
2021-09-12;0,8461;82645110;1519099743
2021-09-13;0,8212;170796795;1474411849
2021-09-14;0,8443;105426359;1515887629
2021-09-15;0,8616;76679274;1546897291
2021-09-16;0,8412;97040837;1510260783
2021-09-17;0,8155;76400555;1464124603
2021-09-18;0,8219;51565635;1475636404
2021-09-19;0,8001;55312939;1436509124
2021-09-20;0,6742;142239364;1210439102
2021-09-21;0,6146;112403411;1103393574
2021-09-22;0,7355;108797949;1320414220
2021-09-23;0,7643;91738982;1372275389
2021-09-24;0,7022;120305099;1260646895
2021-09-25;0,6928;59216687;1243900491
2021-09-26;0,714;277207351;1281903366
2021-09-27;0,6636;91525202;1191449574
2021-09-28;0,6192;103762949;1111587102
2021-09-29;0,6473;87819395;1162043152
2021-09-30;0,6882;88766690;1250499222
2021-10-01;0,753;118813928;1368093413
2021-10-02;0,7533;96996179;1368806772
2021-10-03;0,7653;76887615;1390482900
2021-10-04;0,7663;242492275;1392273570
2021-10-05;0,7817;119228151;1420259430
2021-10-06;0,7761;118911401;1410172482
2021-10-07;0,7712;80432781;1401308319
2021-10-08;0,8138;116963615;1478657414
2021-10-09;0,8397;108702962;1525730394
2021-10-10;0,7721;76825493;1402933635
2021-10-11;0,7632;87539224;1386745151
2021-10-12;0,7542;68893417;1370372941
2021-10-13;0,7676;62866845;1394768403
2021-10-14;0,7735;62862165;1405410472
2021-10-15;0,7571;97945427;1375581533
2021-10-16;0,8053;203353463;1463151571
2021-10-17;0,7663;107039041;1392253935
2021-10-18;0,7494;66583624;1361619137
2021-10-19;0,7728;75499722;1404070024
2021-10-20;0,8146;151938014;1480026211
2021-10-21;0,788;113312946;1431692846
2021-10-22;0,7914;76945135;1437930527
2021-10-23;0,794;50314457;1442679534
2021-10-24;0,7786;60915059;1414762080
2021-10-25;0,8091;66854730;1470075411
2021-10-26;0,8155;144589228;1481796696
2021-10-27;0,7534;192403484;1368818512
2021-10-28;0,9213;514335612;1673977365
2021-10-29;1,40;4627792912;2542545620
2021-10-30;3,56;27574037170;6476833120
2021-10-31;2,89;14350759420;5255062400
2021-11-01;3,05;7550437209;5538261527
2021-11-02;3,08;4844009466;5600852352
2021-11-03;2,85;2714746340;5187197829
2021-11-04;2,51;2091599232;4560737052
2021-11-05;2,61;2130677817;4733771154
2021-11-06;2,81;3564912300;5113097508
2021-11-07;2,82;1445550301;5130639237
2021-11-08;2,70;1055546304;4899042774
2021-11-09;2,54;928050294;4623152288
2021-11-10;2,50;1960668646;4549527872
2021-11-11;2,68;1545844418;4872059412
2021-11-12;3,30;6512874646;5991953282
2021-11-13;3,24;5443230227;5890204325
2021-11-14;3,21;1873423296;5831208159
2021-11-15;3,29;2068495821;5972273404
2021-11-16;3,25;3617130641;5908396282
2021-11-17;3,34;2557418928;6073679625
2021-11-18;3,75;6008028065;6805569963
2021-11-19;4,29;5583381823;7828779931
2021-11-20;4,01;2355194372;7325375114
2021-11-21;3,66;1887447766;6677099711
2021-11-22;4,09;3350463832;7464244555
2021-11-23;4,02;3777678884;7336797072
2021-11-24;4,37;3861055066;7972124352
2021-11-25;5,48;10281214386;9997435394
2021-11-26;4,64;4463111009;8465610604
2021-11-27;4,70;2468735913;8582688496
2021-11-28;5,11;3189265385;9331065257
2021-11-29;4,88;2486873969;8907453891
2021-11-30;4,64;2244146596;8457166061
2021-12-01;4,55;1846999955;8301737692
2021-12-02;4,40;1414051889;8031068377
2021-12-03;3,91;1534295178;7131458813
2021-12-04;4,12;4101335296;7514525474
2021-12-05;3,70;1737989978;6754846154
2021-12-06;3,78;1790405532;6890701834
2021-12-07;3,83;1406119788;6982992386
2021-12-08;3,78;984421997;6890897792
2021-12-09;3,46;1132730928;6321526864
2021-12-10;3,24;787384189;5917620604
2021-12-11;3,48;577356987;6343476223
2021-12-12;3,63;794809462;6630152176
2021-12-13;3,17;710105035;5780399444
2021-12-14;3,03;680704003;5526343619
2021-12-15;3,34;943900109;6085498684
2021-12-16;3,14;638347251;5733419559
2021-12-17;3,07;581052669;5605579334
2021-12-18;3,43;1090995123;6259120493
2021-12-19;3,26;999804449;5947337889
2021-12-20;3,19;942659869;5818590940
2021-12-21;3,29;783139920;6006497469
2021-12-22;3,29;711508519;5999761162
2021-12-23;3,68;1195543490;6708157014
2021-12-24;3,51;1265552509;6395377250
2021-12-25;3,75;983677431;6838375134
2021-12-26;3,86;912150270;7050454757
2021-12-27;3,74;819191804;6823122904
2021-12-28;3,35;1056170829;6107446057
2021-12-29;3,25;725537802;5931475888
2021-12-30;3,29;501913325;6008485369
2021-12-31;3,27;561240411;5967477220
2022-01-01;3,35;295502068;6103816320
2022-01-02;3,34;327806774;6093730774
2022-01-03;3,25;366256772;5933333198
2022-01-04;3,18;376134545;5798021073
2022-01-05;2,93;672035205;5339460064
2022-01-06;3,39;1865589921;6177787380
2022-01-07;3,05;1406585783;5568264982
2022-01-08;2,94;620523173;5361224757
2022-01-09;2,94;554113014;5365386282
2022-01-10;2,82;696423631;5141533168
2022-01-11;2,93;546691476;5348354243
2022-01-12;3,09;578911263;5635674951
2022-01-13;2,89;503106676;5278963706
2022-01-14;2,96;425732036;5391599026
2022-01-15;2,99;362245749;5462418960
2022-01-16;3,12;581493907;5686908937
2022-01-17;2,91;550524183;5303014127
2022-01-18;2,86;362201530;5217721562
2022-01-19;2,74;325736842;4991271101
2022-01-20;2,63;248578952;4797494734
2022-01-21;2,21;720696781;4032118844
2022-01-22;2,03;947072410;3697132054
2022-01-23;2,12;523235829;3859961817
2022-01-24;2,08;649936409;3800139945
2022-01-25;2,11;451391241;3845564296
2022-01-26;2,17;747834946;3951646115
2022-01-27;2,25;842259573;4109167482
2022-01-28;2,29;554565156;4169138548
2022-01-29;2,37;467470462;4316739360
2022-01-30;2,51;714930328;4579813079
2022-01-31;2,83;1298641948;5157621883
2022-02-01;2,69;944425573;4900415333
2022-02-02;2,54;511701242;4635955452
2022-02-03;2,67;597009431;4883775374
2022-02-04;2,81;627217953;5147049245
2022-02-05;3,02;1087612182;5538398412
2022-02-06;3,30;1361489249;6047605202
2022-02-07;3,29;1172882592;6021080040
2022-02-08;3,48;1177952758;6371783901
2022-02-09;3,34;927141597;6115431408
2022-02-10;3,14;1051802657;5750618838
2022-02-11;2,92;823604631;5351415462
2022-02-12;2,91;675309434;5326812551
2022-02-13;2,84;492582795;5194569702
2022-02-14;2,84;473812111;5211055436
2022-02-15;3,32;990721340;6081606563
2022-02-16;3,26;1180747828;5977074117
2022-02-17;3,07;1337268363;5622916154
2022-02-18;2,97;848999368;5437678684
2022-02-19;2,89;530704827;5293132671
2022-02-20;2,69;677001753;4930781441
2022-02-21;2,48;1470406985;4537026558
2022-02-22;2,63;1081551708;4818926856
2022-02-23;2,57;956000554;4704729334
2022-02-24;2,59;1774341557;4741550038
2022-02-25;2,74;1080459324;5014928346
2022-02-26;2,68;615037917;4906953184
2022-02-27;2,56;823248456;4682419302
2022-02-28;2,84;931889136;5210488582
2022-03-01;2,84;1013552966;5196699703
2022-03-02;2,75;666404060;5039637844
2022-03-03;2,64;457737981;4833685151
2022-03-04;2,47;517382594;4527182957
2022-03-05;2,56;332506245;4686629019
2022-03-06;2,42;329879923;4430835840
2022-03-07;2,36;466944824;4330831238
2022-03-08;2,39;374429529;4379960747
2022-03-09;2,50;441931770;4595620187
2022-03-10;2,37;374516411;4362501000
2022-03-11;2,31;324204418;4243771834
2022-03-12;2,32;199113192;4261677463
2022-03-13;2,26;425281584;4152536928
2022-03-14;2,31;292920936;4245679767
2022-03-15;2,27;269325860;4186639779
2022-03-16;2,50;717618640;4594126556
2022-03-17;2,44;434293036;4491345684
2022-03-18;2,45;342490470;4512357584
2022-03-19;2,51;437495229;4615930449
2022-03-20;2,40;306048786;4415808359
2022-03-21;2,41;362021449;4432894309
2022-03-22;2,43;410278415;4478500821
2022-03-23;2,55;496691232;4690067362
2022-03-24;2,70;770910639;4963923436
2022-03-25;2,59;412463090;4769900494
2022-03-26;2,62;223257949;4815488049
2022-03-27;2,73;355408317;5034472174
2022-03-28;2,68;504751221;4939600997
2022-03-29;2,70;458899617;4961711450
2022-03-30;2,70;416993129;4975389502
2022-03-31;2,61;711870075;4803465051
2022-04-01;2,65;523971923;4876331721
2022-04-02;2,64;525203593;4860906095
2022-04-03;2,72;405251894;5011489673
2022-04-04;2,66;444850224;4892252338
2022-04-05;2,56;334958507;4709119767
2022-04-06;2,33;552145015;4294794371
2022-04-07;2,42;287091825;4452215547
2022-04-08;2,27;268299408;4177209552
2022-04-09;2,34;182102350;4310084998
2022-04-10;2,27;171956972;4186581039
2022-04-11;2,06;323027141;3787255366
2022-04-12;2,15;277835414;3968054589
2022-04-13;2,20;216991854;4055848948
2022-04-14;2,12;269798320;3901663263
2022-04-15;2,14;201367474;3950182129
2022-04-16;2,15;159910112;3966079225
2022-04-17;2,06;155219617;3787046052
2022-04-18;2,09;246821042;3846465162
2022-04-19;2,17;310916827;3989697595
2022-04-20;2,11;344792085;3878544394
2022-04-21;2,03;280170330;3736053177
2022-04-22;2,04;208201164;3756398752
2022-04-23;2,01;169847131;3706786897
2022-04-24;2,00;200699515;3687875453
2022-04-25;1,98;311552030;3647911096
2022-04-26;1,81;251827452;3329162124
2022-04-27;1,85;207930819;3400081948
2022-04-28;1,80;227486803;3324845034
2022-04-29;1,67;265444051;3070963315
2022-04-30;1,43;297886815;2634925253
2022-05-01;1,53;315176629;2825247652
2022-05-02;1,51;283610434;2775852403
2022-05-03;1,47;245542870;2720044884
2022-05-04;1,66;333759131;3064684309
2022-05-05;1,47;309500078;2706685503
2022-05-06;1,45;239878643;2669674248
2022-05-07;1,37;194799807;2531780958
2022-05-08;1,33;241403055;2450440921
2022-05-09;1,08;391182389;1989248906
2022-05-10;1,11;544489442;2055233492
2022-05-11;0,7822;642808818;1442392385
2022-05-12;0,7081;564603588;1305889182
2022-05-13;1,01;1396043656;1864558347
2022-05-14;1,33;1744082280;2445524938
2022-05-15;1,33;890444606;2454439659
2022-05-16;1,17;509892600;2162818189
2022-05-17;1,21;374939974;2238581431
2022-05-18;1,04;361845908;1910337675
2022-05-19;1,12;544335918;2070033227
2022-05-20;1,07;408986614;1968234500
2022-05-21;1,10;237908991;2020828089
2022-05-22;1,11;269273496;2041588756
2022-05-23;1,03;329252516;1898213772
2022-05-24;1,04;264470393;1917071592
2022-05-25;1,06;281785392;1948053972
2022-05-26;0,9903;467565461;1826191626
2022-05-27;0,9283;342404936;1711811709
